title,metascore,userscore,link,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
One Piece,0,8.8,https://www.imdb.com/title/tt0388629/?ref_=adv_li_tt,"['Eiichiro Oda', 'Mayumi Tanaka', 'Tony Beck', 'Laurent Vernin']","['Official site', 'Japan', 'Japanese', 'Toei Animation', 'Color']",1,8.6,56378.0,"['pirate', 'treasure', 'navigator', 'doctor', 'fruit', 'animation', 'action', 'adventure', 'comedy', 'fantasy']",24 min,"There once lived a pirate named Gol D. Roger. He obtained wealth, fame, and power to earn the title of Pirate King. When he was captured and about to be executed, he revealed that his treasure called One Piece was hidden somewhere at the Grand Line. This made all people set out to search and uncover the One Piece treasure, but no one ever found the location of Gol D. Roger's treasure, and the Grand Line was too dangerous a place to overcome. Twenty-two years after Gol D. Roger's death, a boy named Monkey D. Luffy decided to become a pirate and search for Gol D. Roger's treasure to become the next Pirate King.","Follows the adventures of Monkey D. Luffy and his friends in order to find the greatest treasure ever left by the legendary Pirate, Gol D Roger. The famous mystery treasure named ""One Piece""."
One Mississippi,77,6.9,https://www.imdb.com/title/tt4947608/?ref_=adv_li_tt,"['Diablo Cody', 'Tig Notaro', 'Tig Notaro', 'John Rothman', 'Noah Harpster']","['USA', 'English', 'Texas City, Texas, USA', 'Amazon Studios', 'Stereo', 'Color']",2,7.2,2885.0,"['funeral', 'death', 'eulogy', 'family relationships', 'father in law', 'comedy', 'drama']",26 min,"This semi-autobiographical dark comedy starring Tig Notaro follows her as she returns to her hometown after the sudden death of her mother. Still reeling from her own declining health problems, Tig struggles to find her footing with the loss of the one person in her life who understood her. All while dealing with her clingy girlfriend and her dysfunctional family.",This semi-autobiographical dark comedy starring Tig Notaro follows her as she returns to her hometown after the sudden death of her mother. Still reeling from her own declining health 
One Foot in the Grave,0,0,https://www.imdb.com/title/tt0098882/?ref_=adv_li_tt,"['Richard Wilson', 'Annette Crosbie', 'Doreen Mantle']","['UK', 'English', ""BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK"", 'British Broadcasting Corporation (BBC)', 'Stereo', 'Color']",6,7.8,4855.0,"['grumpy old man', 'british comedy', 'catchphrase', 'british humor', '1990s', 'comedy', 'drama']",30 min,"In this classic bittersweet sitcom from award-winning writer David Renwick, Richard Wilson plays the short-tempered Victor Meldrew, a man who doesn't suffer fools gladly, and to his misery frequently encounters them as well as enduring endless misfortune. His long-suffering wife Margaret (Annette Crosbie) struggles to cope with his rants against the world and the bad luck that befalls them. The hilarity that ensures is underpinned by a poignant, often darker edge little seen in most sitcoms.","Victor Meldrew is a retiree who attracts bad luck. If he's not driving his long suffering wife Margaret crazy with his constant moaning, he's fighting with neighbors."
One Tree Hill,46,8.1,https://www.imdb.com/title/tt0368530/?ref_=adv_li_tt,"['Mark Schwahn', 'Chad Michael Murray', 'James Lafferty', 'Hilarie Burton']","['CW', 'USA', 'English', 'Eugene Ashley High School, 555 Halyburton Memorial Parkway, Wilmington, North Carolina, USA', 'Warner Bros. Television', 'Stereo', 'Color']",9,7.7,66839.0,"['high school', 'basketball', 'north carolina', 'high school basketball', 'coach', 'drama', 'romance', 'sport']",60 min,"This series follows the eventful lives of some high-school kids in Tree Hill, a small but not too quiet town in North Carolina, where the greatest source of pride is the high school basketball team, the Ravens, since living memory coached by old Whitey Durham. Its greatest talent ever was Dan Scott, who now runs a successful car dealership. The present talents are his two sons, Nathan Scott, a beautiful and popular athlete, the absolute star, who was molded and stifled by his proud dad, ambitious Dan Scott, who pushes him harder then even the coach approves of, but rather neglected by his spoiled, impulsive mother Deb, an alcoholic, and Lucas, abandoned at birth with his devoted mother, hard-working café-owner Karen Roe, who grew up with Dan's older but poor brother Keith as substitute father as a social reject, only playing hoops on a public yard in the park with street-kids, his passion being reading; when an incident forces the coach to replace suspended players, Lucas soon proves ...","Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina."
One Strange Rock,71,5.3,https://www.imdb.com/title/tt7651892/?ref_=adv_li_tt,"['Will Smith', 'Chris Hadfield', 'Jerry Linenger']","['Official Facebook', 'USA', 'English', 'Protozoa Pictures', 'Color']",2,8.9,3432.0,['documentary'],47 min,The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through unique perspective.,The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through unique perspective.
One Life to Live,0,0,https://www.imdb.com/title/tt0062595/?ref_=adv_li_tt,"['Agnes Nixon', 'Erika Slezak', 'Michael Easton', 'Kristen Alderson']","['-Billy (Ryan Phillippe) Feels Guilty - 1992', 'USA', 'English', 'Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA', 'American Broadcasting Company (ABC)', 'Dolby Digital', 'Color']",1,7.0,2049.0,"['interracial relationship', 'soap opera', '21st century', '20th century', '2010s', 'drama', 'romance']",30 min,"One Life to Live premiered in 1968, centering on the lives of the citizens of the fictional town of Llanview, PA. Concentrating on the wealthy Lord family, and the middle-class Woleks and Rileys, the show was one of the first daytime dramas to depict people from all sorts of backgrounds. The show was the first to depict an interracial relationship, and among the first to explore drug addiction. It has also depicted dissociative identity disorder, cultism, out-of-body experiences, international espionage, time travel, and even underground cities!","One Life to Live centres takes place in the fictional town of Llanview, PA.around the wealthy Lord family, and the middle-class Woleks and Rileys."
One On One,0,0,https://www.imdb.com/title/tt0284770/?ref_=adv_li_tt,"['Eunetta T. Boone', 'Kyla Pratt', ""Robert Ri'chard"", 'Flex Alexander']","['UPN [United States]', 'USA', 'English', 'Los Angeles, California, USA', 'The Greenblatt Janollari Studio', 'Dolby', 'Color']",5,7.2,1625.0,"['sportscaster', 'teenage girl', 'sitcom', 'father daughter relationship', 'african american', 'comedy']",30 min,A sportscaster must take on the responsibility of being a full-time dad when his teenage daughter moves in with him.,A sportscaster must take on the responsibility of being a full-time dad when his teenage daughter moves in with him.
Oobi,0,0,https://www.imdb.com/title/tt0352085/?ref_=adv_li_tt,"['Josh Selig', 'Tim Lagasse', ""Stephanie D'Abruzzo"", 'Noel MacNeal']","['Little Airplane Productions [United States]', 'USA', 'English', 'Astoria, Queens, New York City, New York, USA', 'Color']",2,6.6,1066.0,"['hands', 'imagination', 'sesame street', 'puppetry', 'friendship', 'comedy', 'family']",22 min,"From the writers and puppeteers of ""Sesame Street"" comes this series about wonder and imagination. It focuses on the stage in a young child's life when everything in his or her world is new and incredible - when each revelation helps build a sense of mastery and self-confidence. A bare hand puppet named Oobi is the star of the show. Each day, he learns more about the world around him. Joining him on his adventures are Uma, Kako and Grampu. Episodes are organized around simple themes such as animals, food, water, music, art, play and nature.","The everyday discoveries of a curious young hand puppet named Oobi. He and his family have funny, simple adventures that celebrate the awkward steps of growing up."
Oobi,0,8.0,https://www.imdb.com/title/tt0352085/?ref_=adv_li_tt,"['Josh Selig', 'Tim Lagasse', ""Stephanie D'Abruzzo"", 'Noel MacNeal']","['Little Airplane Productions [United States]', 'USA', 'English', 'Astoria, Queens, New York City, New York, USA', 'Color']",2,6.6,1066.0,"['hands', 'imagination', 'sesame street', 'puppetry', 'friendship', 'comedy', 'family']",22 min,"From the writers and puppeteers of ""Sesame Street"" comes this series about wonder and imagination. It focuses on the stage in a young child's life when everything in his or her world is new and incredible - when each revelation helps build a sense of mastery and self-confidence. A bare hand puppet named Oobi is the star of the show. Each day, he learns more about the world around him. Joining him on his adventures are Uma, Kako and Grampu. Episodes are organized around simple themes such as animals, food, water, music, art, play and nature.","The everyday discoveries of a curious young hand puppet named Oobi. He and his family have funny, simple adventures that celebrate the awkward steps of growing up."
Only Fools and Horses,0,8.8,https://www.imdb.com/title/tt0081912/?ref_=adv_li_tt,"['John Sullivan', 'David Jason', 'Nicholas Lyndhurst', 'Roger Lloyd Pack']","['UK', 'English', 'Brighton, East Sussex, England, UK', 'British Broadcasting Corporation (BBC)', 'Mono', 'Color']",9,8.9,41053.0,"['working class', 'british humour', '20th century', '21st century', '1980s', 'comedy']",30 min,"Traders and brothers, Rodney and Derek ""Del Boy"" Trotter, work from the streets of London buying what they can from the auctions and flogging it down at the market, always saying ""This time next year, we'll be millionaires"". Their Granddad and, later in the series, Uncle Albert also live in their council flat as the wise old man saying their next scheme won't work and offering in their jokes.",Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals as they search for the big score that'll make them millionaires.
Operation Repo,0,0,https://www.imdb.com/title/tt1495163/?ref_=adv_li_tt,"['Lou Pizarro', 'Froylan Tercero', 'Matt Burch', 'Sonia Pizarro']","['Official site', 'USA', 'English', 'Arietis', 'Color']",11,3.1,1592.0,"['fictional reality show', 'reality-tv']",0,"Take a look inside the fast-paced, high pressure world of car repossession with a team of highly trained professionals from California's San Fernando Valley.","Take a look inside the fast-paced, high pressure world of car repossession with a team of highly trained professionals from California's San Fernando Valley."
Orange is the New Black,79,8.4,https://www.imdb.com/title/tt2372162/?ref_=adv_li_tt,"['Jenji Kohan', 'Taylor Schilling', 'Danielle Brooks', 'Taryn Manning']","['Official Facebook', 'USA', 'English', 'Astoria Studios, New York City, New York, USA', 'Tilted Productions', 'Dolby Digital', 'Color']",7,8.1,255538.0,"['prison gang', 'prison life', 'prison corruption', 'american prison', 'violence', 'comedy', 'crime', 'drama']",59 min,"Piper Chapman is a public relations executive with a career and a fiance when her past suddenly catches up to her. In her mid-30s she is sentenced to spend time in a minimum-security women's prison in Connecticut for her association with a drug runner 10 years earlier. This Netflix original series is based on the book of the same title. Forced to trade power suits for prison orange, Chapman makes her way through the corrections system and adjusts to life behind bars, making friends with the many eccentric, unusual and unexpected people she meets.","Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be."
Ordeal By Innocence,71,5.9,https://www.imdb.com/title/tt6118426/?ref_=adv_li_tt,"['Morven Christie', 'Anthony Boyle', 'Christian Cooke']","['British Broadcasting Corporation [United Kingdom]', 'UK', 'English', 'Ardgowan House, Ardgowan Estate, Greenock, Inverclyde, Scotland, UK', 'Mammoth Screen', 'Stereo', 'Color']",1,7.3,5031.0,"['1950s', 'year 1954', 'england', 'murder', 'murder mystery', 'drama', 'mystery', 'thriller']",60 min,Christmas 1954. Wealthy philanthropist Rachel Argyll is murdered at her family estate Sunny Point. Her adopted son Jack Argyll is arrested for her murder. He vehemently protests his innocence.,Christmas 1954. Wealthy philanthropist Rachel Argyll is murdered at her family estate Sunny Point. Her adopted son Jack Argyll is arrested for her murder. He vehemently protests his innocence.
